order_id,customer_id,material_id,qty,status,region,created_on
SO-0726,C-040,MAT-0330,96,Closed,North,2026-08-11 20:02:07
SO-0727,C-012,MAT-0135,55,Closed,West,2026-08-11 20:03:51
SO-0728,C-057,MAT-0480,4,Cancelled,Central,2026-08-11 20:02:49
SO-0729,C-083,MAT-0283,48,Open,North,2026-08-11 20:03:55
SO-0730,C-066,MAT-0477,64,Closed,Central,2026-08-11 20:03:19
SO-0731,C-077,MAT-0409,76,Closed,Central,2026-08-11 20:04:07
SO-0732,C-056,MAT-0228,61,Open,North,2026-08-11 20:04:59
SO-0733,C-032,MAT-0248,94,Cancelled,South,2026-08-11 20:02:02
SO-0734,C-034,MAT-0279,13,Open,East,2026-08-11 20:03:33
SO-0735,C-059,MAT-0101,2,Closed,North,2026-08-11 20:04:38
SO-0736,C-034,MAT-0434,21,Cancelled,Central,2026-08-11 20:02:06
SO-0737,C-032,MAT-0263,100,Closed,North,2026-08-11 20:02:04
SO-0738,C-079,MAT-0146,89,Closed,North,2026-08-11 20:03:00
SO-0739,C-027,MAT-0115,71,Open,East,2026-08-11 20:04:28
SO-0740,C-026,MAT-0470,87,Cancelled,West,2026-08-11 20:02:09
SO-0741,C-039,MAT-0145,33,Closed,Central,2026-08-11 20:03:14
SO-0742,C-075,MAT-0489,63,Closed,East,2026-08-11 20:03:55
SO-0743,C-033,MAT-0190,88,Closed,Central,2026-08-11 20:03:08
SO-0744,C-090,MAT-0235,30,Closed,Central,2026-08-11 20:04:33
SO-0745,C-035,MAT-0099,52,Closed,South,2026-08-11 20:02:50
SO-0746,C-099,MAT-0367,83,Closed,West,2026-08-11 20:03:16
SO-0747,C-054,MAT-0183,20,Closed,South,2026-08-11 20:03:55
SO-0748,C-008,MAT-0052,79,Closed,East,2026-08-11 20:02:44
SO-0749,C-047,MAT-0093,72,Open,East,2026-08-11 20:03:50
SO-0750,C-099,MAT-0112,51,Cancelled,East,2026-08-11 20:03:03
SO-0751,C-030,MAT-0248,82,Cancelled,South,2026-08-11 20:02:45
SO-0752,C-059,MAT-0040,93,Open,South,2026-08-11 20:02:10
SO-0753,C-031,MAT-0012,84,Open,Central,2026-08-11 20:02:03
SO-0754,C-027,MAT-0167,100,Cancelled,West,2026-08-11 20:03:31
SO-0755,C-013,MAT-0399,14,Closed,North,2026-08-11 20:03:30
SO-0756,C-025,MAT-0317,56,Open,North,2026-08-11 20:04:12
SO-0757,C-077,MAT-0351,87,Open,West,2026-08-11 20:03:39
SO-0758,C-095,MAT-0077,19,Cancelled,West,2026-08-11 20:03:11
SO-0759,C-028,MAT-0222,60,Closed,West,2026-08-11 20:04:33
SO-0760,C-081,MAT-0489,61,Closed,West,2026-08-11 20:03:09
SO-0761,C-015,MAT-0237,36,Cancelled,Central,2026-08-11 20:04:46
SO-0762,C-012,MAT-0390,87,Open,North,2026-08-11 20:02:33
SO-0763,C-049,MAT-0127,2,Cancelled,Central,2026-08-11 20:02:08
SO-0764,C-063,MAT-0412,37,Cancelled,Central,2026-08-11 20:03:09
SO-0765,C-092,MAT-0239,50,Cancelled,West,2026-08-11 20:02:47
SO-0766,C-025,MAT-0109,99,Cancelled,North,2026-08-11 20:03:11
SO-0767,C-068,MAT-0006,86,Open,South,2026-08-11 20:04:33
SO-0768,C-011,MAT-0242,88,Open,West,2026-08-11 20:02:34
SO-0769,C-099,MAT-0017,77,Cancelled,South,2026-08-11 20:04:29
SO-0770,C-019,MAT-0203,13,Closed,West,2026-08-11 20:03:17
SO-0771,C-076,MAT-0150,67,Cancelled,Central,2026-08-11 20:03:26
SO-0772,C-097,MAT-0385,19,Closed,South,2026-08-11 20:04:17
SO-0773,C-022,MAT-0271,70,Open,South,2026-08-11 20:03:25
SO-0774,C-036,MAT-0352,70,Closed,Central,2026-08-11 20:02:35
SO-0775,C-072,MAT-0143,62,Cancelled,West,2026-08-11 20:03:47
SO-0776,C-010,MAT-0252,16,Closed,East,2026-08-11 20:03:33
SO-0777,C-091,MAT-0370,2,Closed,East,2026-08-11 20:04:50
SO-0778,C-044,MAT-0121,57,Cancelled,East,2026-08-11 20:02:33
SO-0779,C-037,MAT-0075,3,Open,East,2026-08-11 20:02:32
SO-0780,C-035,MAT-0176,66,Closed,Central,2026-08-11 20:02:53
SO-0781,C-080,MAT-0271,42,Cancelled,East,2026-08-11 20:04:58
SO-0782,C-028,MAT-0207,96,Cancelled,West,2026-08-11 20:02:07
SO-0783,C-090,MAT-0134,23,Cancelled,West,2026-08-11 20:02:23
SO-0784,C-094,MAT-0230,61,Cancelled,South,2026-08-11 20:02:27
SO-0785,C-041,MAT-0127,54,Cancelled,Central,2026-08-11 20:04:05
SO-0786,C-017,MAT-0151,43,Closed,East,2026-08-11 20:04:58
SO-0787,C-016,MAT-0407,13,Open,North,2026-08-11 20:03:11
SO-0788,C-049,MAT-0051,89,Cancelled,East,2026-08-11 20:04:37
SO-0789,C-072,MAT-0467,17,Closed,West,2026-08-11 20:04:35
SO-0790,C-079,MAT-0315,14,Closed,Central,2026-08-11 20:02:26
SO-0791,C-001,MAT-0133,11,Open,North,2026-08-11 20:02:31
SO-0792,C-003,MAT-0059,29,Open,East,2026-08-11 20:03:22
SO-0793,C-020,MAT-0060,89,Open,North,2026-08-11 20:02:36
SO-0794,C-037,MAT-0013,17,Closed,North,2026-08-11 20:04:39
SO-0795,C-086,MAT-0490,90,Open,South,2026-08-11 20:03:25
SO-0796,C-022,MAT-0329,96,Cancelled,West,2026-08-11 20:02:04
SO-0797,C-037,MAT-0092,87,Closed,Central,2026-08-11 20:02:19
SO-0798,C-057,MAT-0017,30,Open,South,2026-08-11 20:04:51
SO-0799,C-031,MAT-0196,78,Open,Central,2026-08-11 20:02:22
SO-0800,C-077,MAT-0361,88,Open,South,2026-08-11 20:02:28
